-15,47
88,-245
-89,44
128,32
159,25
62,-77
29,69
-97,-110
-4,-67
49,87
51,-4
17,24
-10,-57
140,37
-88,196
5,12
-42,-44
-82,34
-104,-26
-82,64
6,-44
-93,36
-45,-85
-26,-110
-34,-74
41,47
91,-31
48,-53
78,-48
-52,-94
-43,135
0,-29
52,-31
-75,-104
1,91
-7,-60
-22,-67
116,56
-78,79
-47,-104
74,58
-80,34
-26,149
-40,148
-64,91
0,-58
19,-41
-14,-52
157,43
77,152
37,62
132,20
-56,10
-88,48
-24,191
-27,-33
-131,0
35,-51
15,11
-65,85
-43,46
67,-1
-5,-34
71,-16
-10,42
-58,96
145,-67
150,31
82,24
38,99
44,19
-40,62
-67,-174
-79,-6
-71,6
-23,87
-15,-291
28,42
-169,36
-2,-2
153,185
197,-42
-1,118
116,66
67,-83
11,29
-42,124
-77,177
-58,1
-158,-180
-29,18
60,-13
39,-61
-78,2
3,-188
36,5
60,-73
48,45
111,-188
40,-102
26,39
57,-119
63,-36
90,-53
82,-42
51,-82
-96,18
-65,-117
41,-101
22,-62
61,-21
-116,-3
24,-20
-67,86
-106,29
-73,-225
77,122
-141,-57
-55,-135
25,-136
-90,31
216,-6
102,32
62,-31
52,-61
69,-2
-34,-40
30,-83
-75,57
-89,-60
78,16
124,-108
-145,-53
0,65
-146,-4
-84,-133
-155,-30
-54,-162
11,-25
-7,-32
-23,111
77,-63
-16,83
-191,39
-48,57
30,-20
-5,-169
73,16
-201,3
39,51
-49,-72
17,-76
35,-49
-50,105
104,-10
-97,-55
-79,-129
-130,21
-5,48
69,-81
120,-88
45,4
-255,-1
7,21
-55,36
74,-59
125,43
-28,92
123,167
-55,-93
-24,-120
-118,195
26,72
41,-72
77,67
-73,-103
-33,103
-78,19
-56,44
-13,82
-98,78
101,-66
-88,-73
44,-13
119,132
84,-56
79,-119
7,15
140,-10
67,-167
42,41
73,53
-27,74
3,99
-6,-78
81,-101
-44,18
23,44
-29,-67
-109,-221
91,-94
35,19
-44,-93
-19,31
88,-32
-79,49
-11,-132
-39,83
-154,14
43,-36
53,-84
23,-182
160,-4
89,163
-29,-97
-36,-113
53,-33
82,152
-80,-44
73,-112
-10,3
-94,16
-11,22
-113,-44
136,-70
64,-60
-7,62
8,-49
30,-173
-19,-29
22,142
-51,-92
55,78
69,94
